team_context_id,drive_id,game_id,possession_team,defensive_team,season,week,play_count,play_ids_json
00000000-0000-0000-0000-000000000001,2023110500_KC_d4,2023110500,MIA,KC,2023,9,4,"[""2023110500_3665"", ""2023110500_3929"", ""2023110500_3952"", ""2023110500_3975""]"
00000000-0000-0000-0000-000000000001,2023112000_KC_d1,2023112000,PHI,KC,2023,11,8,"[""2023112000_544"", ""2023112000_705"", ""2023112000_969"", ""2023112000_1045"", ""2023112000_1369"", ""2023112000_1727"", ""2023112000_2544"", ""2023112000_2574""]"
00000000-0000-0000-0000-000000000001,2023112000_KC_d2,2023112000,PHI,KC,2023,11,5,"[""2023112000_2643"", ""2023112000_2666"", ""2023112000_3533"", ""2023112000_3556"", ""2023112000_3581""]"
00000000-0000-0000-0000-000000000001,2023112608_KC_d1,2023112608,LV,KC,2023,12,8,"[""2023112608_99"", ""2023112608_173"", ""2023112608_245"", ""2023112608_463"", ""2023112608_510"", ""2023112608_612"", ""2023112608_637"", ""2023112608_731""]"
00000000-0000-0000-0000-000000000001,2023112608_KC_d2,2023112608,LV,KC,2023,12,8,"[""2023112608_925"", ""2023112608_1404"", ""2023112608_1774"", ""2023112608_2172"", ""2023112608_2306"", ""2023112608_2382"", ""2023112608_2407"", ""2023112608_2459""]"
00000000-0000-0000-0000-000000000001,2023112608_KC_d3,2023112608,LV,KC,2023,12,8,"[""2023112608_2781"", ""2023112608_2853"", ""2023112608_3101"", ""2023112608_3124"", ""2023112608_3147"", ""2023112608_3421"", ""2023112608_3446"", ""2023112608_3476""]"
00000000-0000-0000-0000-000000000001,2023120310_KC_d1,2023120310,GB,KC,2023,13,8,"[""2023120310_102"", ""2023120310_221"", ""2023120310_303"", ""2023120310_360"", ""2023120310_816"", ""2023120310_868"", ""2023120310_970"", ""2023120310_1000""]"
00000000-0000-0000-0000-000000000001,2023120310_KC_d2,2023120310,GB,KC,2023,13,8,"[""2023120310_1477"", ""2023120310_1509"", ""2023120310_1614"", ""2023120310_2144"", ""2023120310_2206"", ""2023120310_2231"", ""2023120310_2256"", ""2023120310_2303""]"
00000000-0000-0000-0000-000000000001,2023120310_KC_d3,2023120310,GB,KC,2023,13,9,"[""2023120310_2809"", ""2023120310_2839"", ""2023120310_2888"", ""2023120310_2911"", ""2023120310_3133"", ""2023120310_3185"", ""2023120310_3230"", ""2023120310_3253"", ""2023120310_3542""]"
00000000-0000-0000-0000-000000000001,2023121009_KC_d1,2023121009,BUF,KC,2023,14,8,"[""2023121009_247"", ""2023121009_299"", ""2023121009_536"", ""2023121009_644"", ""2023121009_816"", ""2023121009_942"", ""2023121009_1072"", ""2023121009_1478""]"
00000000-0000-0000-0000-000000000001,2023121009_KC_d2,2023121009,BUF,KC,2023,14,8,"[""2023121009_1527"", ""2023121009_1612"", ""2023121009_1644"", ""2023121009_2031"", ""2023121009_2056"", ""2023121009_2079"", ""2023121009_2109"", ""2023121009_2134""]"
00000000-0000-0000-0000-000000000001,2023121009_KC_d3,2023121009,BUF,KC,2023,14,8,"[""2023121009_2331"", ""2023121009_2502"", ""2023121009_2926"", ""2023121009_2973"", ""2023121009_3234"", ""2023121009_3571"", ""2023121009_3594"", ""2023121009_4037""]"
00000000-0000-0000-0000-000000000001,2023121009_KC_d4,2023121009,BUF,KC,2023,14,3,"[""2023121009_4208"", ""2023121009_4231"", ""2023121009_4254""]"
00000000-0000-0000-0000-000000000001,2023121711_KC_d1,2023121711,NE,KC,2023,15,8,"[""2023121711_100"", ""2023121711_125"", ""2023121711_363"", ""2023121711_400"", ""2023121711_425"", ""2023121711_450"", ""2023121711_475"", ""2023121711_503""]"
00000000-0000-0000-0000-000000000001,2023121711_KC_d2,2023121711,NE,KC,2023,15,8,"[""2023121711_844"", ""2023121711_1089"", ""2023121711_1114"", ""2023121711_1150"", ""2023121711_1215"", ""2023121711_1262"", ""2023121711_1314"", ""2023121711_2349""]"
00000000-0000-0000-0000-000000000001,2023121711_KC_d3,2023121711,NE,KC,2023,15,7,"[""2023121711_2504"", ""2023121711_2875"", ""2023121711_3087"", ""2023121711_3110"", ""2023121711_3403"", ""2023121711_3883"", ""2023121711_3913""]"
00000000-0000-0000-0000-000000000001,2023122500_KC_d1,2023122500,LV,KC,2023,16,8,"[""2023122500_470"", ""2023122500_495"", ""2023122500_520"", ""2023122500_572"", ""2023122500_602"", ""2023122500_625"", ""2023122500_722"", ""2023122500_771""]"
00000000-0000-0000-0000-000000000001,2023122500_KC_d2,2023122500,LV,KC,2023,16,8,"[""2023122500_1047"", ""2023122500_1086"", ""2023122500_1109"", ""2023122500_1516"", ""2023122500_2328"", ""2023122500_2714"", ""2023122500_3052"", ""2023122500_3755""]"
00000000-0000-0000-0000-000000000001,2023123113_KC_d1,2023123113,CIN,KC,2023,17,8,"[""2023123113_55"", ""2023123113_188"", ""2023123113_240"", ""2023123113_328"", ""2023123113_398"", ""2023123113_712"", ""2023123113_742"", ""2023123113_855""]"
00000000-0000-0000-0000-000000000001,2023123113_KC_d2,2023123113,CIN,KC,2023,17,8,"[""2023123113_909"", ""2023123113_956"", ""2023123113_1170"", ""2023123113_1623"", ""2023123113_1925"", ""2023123113_2138"", ""2023123113_2161"", ""2023123113_2208""]"
00000000-0000-0000-0000-000000000001,2023123113_KC_d3,2023123113,CIN,KC,2023,17,10,"[""2023123113_2255"", ""2023123113_2741"", ""2023123113_2766"", ""2023123113_3066"", ""2023123113_3089"", ""2023123113_3526"", ""2023123113_3724"", ""2023123113_3824"", ""2023123113_3903"", ""2023123113_3933""]"
00000000-0000-0000-0000-000000000001,2024010709_KC_d1,2024010709,LAC,KC,2023,18,8,"[""2024010709_143"", ""2024010709_242"", ""2024010709_265"", ""2024010709_412"", ""2024010709_437"", ""2024010709_484"", ""2024010709_507"", ""2024010709_701""]"
00000000-0000-0000-0000-000000000001,2024010709_KC_d2,2024010709,LAC,KC,2023,18,8,"[""2024010709_726"", ""2024010709_1236"", ""2024010709_1729"", ""2024010709_1752"", ""2024010709_1775"", ""2024010709_2027"", ""2024010709_2052"", ""2024010709_2075""]"
00000000-0000-0000-0000-000000000001,2024010709_KC_d3,2024010709,LAC,KC,2023,18,8,"[""2024010709_2156"", ""2024010709_2188"", ""2024010709_2220"", ""2024010709_2255"", ""2024010709_2704"", ""2024010709_2729"", ""2024010709_2826"", ""2024010709_3149""]"
00000000-0000-0000-0000-000000000001,2024010709_KC_d4,2024010709,LAC,KC,2023,18,8,"[""2024010709_3245"", ""2024010709_3516"", ""2024010709_3573"", ""2024010709_3598"", ""2024010709_3621"", ""2024010709_3646"", ""2024010709_3719"", ""2024010709_3757""]"
00000000-0000-0000-0000-000000000001,2024010709_KC_d5,2024010709,LAC,KC,2023,18,4,"[""2024010709_3789"", ""2024010709_3902"", ""2024010709_4262"", ""2024010709_4330""]"
00000000-0000-0000-0000-000000000002,2023091012_SEA_d1,2023091012,LA,SEA,2023,1,8,"[""2023091012_439"", ""2023091012_582"", ""2023091012_605"", ""2023091012_652"", ""2023091012_677"", ""2023091012_783"", ""2023091012_1392"", ""2023091012_1641""]"
00000000-0000-0000-0000-000000000002,2023091012_SEA_d2,2023091012,LA,SEA,2023,1,8,"[""2023091012_1666"", ""2023091012_1713"", ""2023091012_1956"", ""2023091012_1979"", ""2023091012_2002"", ""2023091012_2034"", ""2023091012_2215"", ""2023091012_2240""]"
00000000-0000-0000-0000-000000000002,2023091012_SEA_d3,2023091012,LA,SEA,2023,1,8,"[""2023091012_2263"", ""2023091012_2310"", ""2023091012_2335"", ""2023091012_2543"", ""2023091012_2602"", ""2023091012_2656"", ""2023091012_2725"", ""2023091012_2956""]"
00000000-0000-0000-0000-000000000002,2023091012_SEA_d4,2023091012,LA,SEA,2023,1,9,"[""2023091012_3068"", ""2023091012_3093"", ""2023091012_3140"", ""2023091012_3197"", ""2023091012_3298"", ""2023091012_3516"", ""2023091012_3541"", ""2023091012_3618"", ""2023091012_3663""]"
00000000-0000-0000-0000-000000000002,2023091703_SEA_d1,2023091703,DET,SEA,2023,2,8,"[""2023091703_530"", ""2023091703_582"", ""2023091703_629"", ""2023091703_665"", ""2023091703_913"", ""2023091703_980"", ""2023091703_1008"", ""2023091703_1062""]"
00000000-0000-0000-0000-000000000002,2023091703_SEA_d2,2023091703,DET,SEA,2023,2,8,"[""2023091703_1131"", ""2023091703_1183"", ""2023091703_1393"", ""2023091703_1496"", ""2023091703_1771"", ""2023091703_2062"", ""2023091703_2268"", ""2023091703_2397""]"
00000000-0000-0000-0000-000000000002,2023091703_SEA_d3,2023091703,DET,SEA,2023,2,8,"[""2023091703_2498"", ""2023091703_2960"", ""2023091703_3017"", ""2023091703_3069"", ""2023091703_3506"", ""2023091703_3544"", ""2023091703_3589"", ""2023091703_3690""]"
00000000-0000-0000-0000-000000000002,2023091703_SEA_d4,2023091703,DET,SEA,2023,2,7,"[""2023091703_3733"", ""2023091703_3827"", ""2023091703_3874"", ""2023091703_4077"", ""2023091703_4124"", ""2023091703_4149"", ""2023091703_4179""]"
00000000-0000-0000-0000-000000000002,2023092409_SEA_d1,2023092409,CAR,SEA,2023,3,8,"[""2023092409_173"", ""2023092409_196"", ""2023092409_259"", ""2023092409_289"", ""2023092409_818"", ""2023092409_865"", ""2023092409_1479"", ""2023092409_1502""]"
00000000-0000-0000-0000-000000000002,2023092409_SEA_d2,2023092409,CAR,SEA,2023,3,8,"[""2023092409_1530"", ""2023092409_1555"", ""2023092409_1659"", ""2023092409_1713"", ""2023092409_1875"", ""2023092409_1922"", ""2023092409_2270"", ""2023092409_2302""]"
00000000-0000-0000-0000-000000000002,2023092409_SEA_d3,2023092409,CAR,SEA,2023,3,8,"[""2023092409_2361"", ""2023092409_2384"", ""2023092409_2519"", ""2023092409_3023"", ""2023092409_3046"", ""2023092409_3478"", ""2023092409_3503"", ""2023092409_3576""]"
00000000-0000-0000-0000-000000000002,2023092409_SEA_d4,2023092409,CAR,SEA,2023,3,8,"[""2023092409_3611"", ""2023092409_3639"", ""2023092409_3984"", ""2023092409_4009"", ""2023092409_4034"", ""2023092409_4081"", ""2023092409_4104"", ""2023092409_4182""]"
00000000-0000-0000-0000-000000000002,2023092409_SEA_d5,2023092409,CAR,SEA,2023,3,8,"[""2023092409_4360"", ""2023092409_4383"", ""2023092409_4406"", ""2023092409_4673"", ""2023092409_4703"", ""2023092409_4726"", ""2023092409_4751"", ""2023092409_4776""]"
00000000-0000-0000-0000-000000000002,2023092409_SEA_d6,2023092409,CAR,SEA,2023,3,4,"[""2023092409_4801"", ""2023092409_4826"", ""2023092409_4938"", ""2023092409_4968""]"
00000000-0000-0000-0000-000000000002,2023100200_SEA_d1,2023100200,NYG,SEA,2023,4,8,"[""2023100200_101"", ""2023100200_148"", ""2023100200_195"", ""2023100200_492"", ""2023100200_537"", ""2023100200_1113"", ""2023100200_1439"", ""2023100200_1527""]"
00000000-0000-0000-0000-000000000002,2023100200_SEA_d2,2023100200,NYG,SEA,2023,4,8,"[""2023100200_1584"", ""2023100200_1609"", ""2023100200_1668"", ""2023100200_1693"", ""2023100200_2029"", ""2023100200_2054"", ""2023100200_2649"", ""2023100200_2946""]"
00000000-0000-0000-0000-000000000002,2023100200_SEA_d3,2023100200,NYG,SEA,2023,4,9,"[""2023100200_3020"", ""2023100200_3123"", ""2023100200_3211"", ""2023100200_3236"", ""2023100200_3331"", ""2023100200_3423"", ""2023100200_3685"", ""2023100200_3950"", ""2023100200_4017""]"
00000000-0000-0000-0000-000000000002,2023101503_SEA_d1,2023101503,CIN,SEA,2023,6,8,"[""2023101503_452"", ""2023101503_504"", ""2023101503_529"", ""2023101503_581"", ""2023101503_611"", ""2023101503_666"", ""2023101503_691"", ""2023101503_746""]"
00000000-0000-0000-0000-000000000002,2023101503_SEA_d2,2023101503,CIN,SEA,2023,6,8,"[""2023101503_935"", ""2023101503_997"", ""2023101503_1044"", ""2023101503_1091"", ""2023101503_1429"", ""2023101503_1483"", ""2023101503_1533"", ""2023101503_1839""]"
00000000-0000-0000-0000-000000000002,2023101503_SEA_d3,2023101503,CIN,SEA,2023,6,8,"[""2023101503_1862"", ""2023101503_1885"", ""2023101503_2066"", ""2023101503_2374"", ""2023101503_2411"", ""2023101503_2434"", ""2023101503_2829"", ""2023101503_3048""]"
00000000-0000-0000-0000-000000000002,2023101503_SEA_d4,2023101503,CIN,SEA,2023,6,7,"[""2023101503_3071"", ""2023101503_3094"", ""2023101503_3356"", ""2023101503_3381"", ""2023101503_3426"", ""2023101503_3703"", ""2023101503_3755""]"
00000000-0000-0000-0000-000000000002,2023102207_SEA_d1,2023102207,ARI,SEA,2023,7,8,"[""2023102207_55"", ""2023102207_80"", ""2023102207_178"", ""2023102207_473"", ""2023102207_518"", ""2023102207_780"", ""2023102207_867"", ""2023102207_897""]"
00000000-0000-0000-0000-000000000002,2023102207_SEA_d2,2023102207,ARI,SEA,2023,7,8,"[""2023102207_1276"", ""2023102207_1372"", ""2023102207_1914"", ""2023102207_1959"", ""2023102207_2017"", ""2023102207_2114"", ""2023102207_2139"", ""2023102207_2757""]"
00000000-0000-0000-0000-000000000002,2023102207_SEA_d3,2023102207,ARI,SEA,2023,7,10,"[""2023102207_3005"", ""2023102207_3052"", ""2023102207_3097"", ""2023102207_3452"", ""2023102207_3530"", ""2023102207_3624"", ""2023102207_3647"", ""2023102207_3953"", ""2023102207_3978"", ""2023102207_4069""]"
00000000-0000-0000-0000-000000000002,2023102909_SEA_d1,2023102909,CLE,SEA,2023,8,8,"[""2023102909_84"", ""2023102909_425"", ""2023102909_470"", ""2023102909_831"", ""2023102909_1087"", ""2023102909_1110"", ""2023102909_1133"", ""2023102909_1280""]"
00000000-0000-0000-0000-000000000002,2023102909_SEA_d2,2023102909,CLE,SEA,2023,8,8,"[""2023102909_1332"", ""2023102909_1689"", ""2023102909_1725"", ""2023102909_2513"", ""2023102909_2565"", ""2023102909_2590"", ""2023102909_2637"", ""2023102909_2952""]"
00000000-0000-0000-0000-000000000002,2023102909_SEA_d3,2023102909,CLE,SEA,2023,8,6,"[""2023102909_3149"", ""2023102909_3270"", ""2023102909_3385"", ""2023102909_4101"", ""2023102909_4124"", ""2023102909_4174""]"
00000000-0000-0000-0000-000000000002,2023110502_SEA_d1,2023110502,BAL,SEA,2023,9,8,"[""2023110502_142"", ""2023110502_236"", ""2023110502_506"", ""2023110502_790"", ""2023110502_859"", ""2023110502_889"", ""2023110502_912"", ""2023110502_1001""]"
00000000-0000-0000-0000-000000000002,2023110502_SEA_d2,2023110502,BAL,SEA,2023,9,8,"[""2023110502_1237"", ""2023110502_1451"", ""2023110502_1598"", ""2023110502_1918"", ""2023110502_2141"", ""2023110502_2322"", ""2023110502_2345"", ""2023110502_2605""]"
00000000-0000-0000-0000-000000000002,2023110502_SEA_d3,2023110502,BAL,SEA,2023,9,8,"[""2023110502_2704"", ""2023110502_2773"", ""2023110502_3065"", ""2023110502_3507"", ""2023110502_3530"", ""2023110502_3580"", ""2023110502_3603"", ""2023110502_3809""]"
00000000-0000-0000-0000-000000000002,2023111210_SEA_d1,2023111210,WAS,SEA,2023,10,8,"[""2023111210_85"", ""2023111210_132"", ""2023111210_579"", ""2023111210_604"", ""2023111210_676"", ""2023111210_947"", ""2023111210_977"", ""2023111210_1027""]"
00000000-0000-0000-0000-000000000002,2023111210_SEA_d2,2023111210,WAS,SEA,2023,10,8,"[""2023111210_1052"", ""2023111210_1082"", ""2023111210_1464"", ""2023111210_1696"", ""2023111210_2111"", ""2023111210_2136"", ""2023111210_2161"", ""2023111210_2594""]"
00000000-0000-0000-0000-000000000002,2023111210_SEA_d3,2023111210,WAS,SEA,2023,10,8,"[""2023111210_2647"", ""2023111210_3019"", ""2023111210_3098"", ""2023111210_3123"", ""2023111210_3153"", ""2023111210_3178"", ""2023111210_3221"", ""2023111210_3669""]"
00000000-0000-0000-0000-000000000002,2023111210_SEA_d4,2023111210,WAS,SEA,2023,10,8,"[""2023111210_3694"", ""2023111210_3717"", ""2023111210_3742"", ""2023111210_4216"", ""2023111210_4241"", ""2023111210_4296"", ""2023111210_4319"", ""2023111210_4351""]"
00000000-0000-0000-0000-000000000002,2023111210_SEA_d5,2023111210,WAS,SEA,2023,10,3,"[""2023111210_4390"", ""2023111210_4413"", ""2023111210_4436""]"
00000000-0000-0000-0000-000000000002,2023111910_SEA_d1,2023111910,LA,SEA,2023,11,8,"[""2023111910_741"", ""2023111910_866"", ""2023111910_1418"", ""2023111910_1722"", ""2023111910_1806"", ""2023111910_1865"", ""2023111910_1890"", ""2023111910_2532""]"
00000000-0000-0000-0000-000000000002,2023111910_SEA_d2,2023111910,LA,SEA,2023,11,8,"[""2023111910_2607"", ""2023111910_2883"", ""2023111910_2906"", ""2023111910_3110"", ""2023111910_3146"", ""2023111910_3280"", ""2023111910_3391"", ""2023111910_3453""]"
00000000-0000-0000-0000-000000000002,2023111910_SEA_d3,2023111910,LA,SEA,2023,11,5,"[""2023111910_3721"", ""2023111910_3746"", ""2023111910_3793"", ""2023111910_3916"", ""2023111910_4050""]"
00000000-0000-0000-0000-000000000002,2023112302_SEA_d1,2023112302,SF,SEA,2023,12,8,"[""2023112302_64"", ""2023112302_89"", ""2023112302_112"", ""2023112302_208"", ""2023112302_463"", ""2023112302_488"", ""2023112302_535"", ""2023112302_815""]"
00000000-0000-0000-0000-000000000002,2023112302_SEA_d2,2023112302,SF,SEA,2023,12,8,"[""2023112302_862"", ""2023112302_947"", ""2023112302_1333"", ""2023112302_1403"", ""2023112302_1428"", ""2023112302_1473"", ""2023112302_1853"", ""2023112302_2375""]"
00000000-0000-0000-0000-000000000002,2023112302_SEA_d3,2023112302,SF,SEA,2023,12,8,"[""2023112302_2398"", ""2023112302_2488"", ""2023112302_2513"", ""2023112302_2538"", ""2023112302_3105"", ""2023112302_3396"", ""2023112302_3514"", ""2023112302_3928""]"
00000000-0000-0000-0000-000000000002,2023113000_SEA_d1,2023113000,DAL,SEA,2023,13,8,"[""2023113000_87"", ""2023113000_112"", ""2023113000_159"", ""2023113000_240"", ""2023113000_263"", ""2023113000_286"", ""2023113000_607"", ""2023113000_693""]"
00000000-0000-0000-0000-000000000002,2023113000_SEA_d2,2023113000,DAL,SEA,2023,13,8,"[""2023113000_1044"", ""2023113000_1108"", ""2023113000_1244"", ""2023113000_1296"", ""2023113000_1368"", ""2023113000_1391"", ""2023113000_1760"", ""2023113000_1832""]"
00000000-0000-0000-0000-000000000002,2023113000_SEA_d3,2023113000,DAL,SEA,2023,13,8,"[""2023113000_1970"", ""2023113000_1995"", ""2023113000_3117"", ""2023113000_3236"", ""2023113000_3431"", ""2023113000_3616"", ""2023113000_3644"", ""2023113000_3669""]"
00000000-0000-0000-0000-000000000002,2023113000_SEA_d4,2023113000,DAL,SEA,2023,13,8,"[""2023113000_3974"", ""2023113000_4021"", ""2023113000_4326"", ""2023113000_4385"", ""2023113000_4408"", ""2023113000_4433"", ""2023113000_4523"", ""2023113000_4812""]"
00000000-0000-0000-0000-000000000002,2023121008_SEA_d1,2023121008,SF,SEA,2023,14,8,"[""2023121008_459"", ""2023121008_652"", ""2023121008_675"", ""2023121008_978"", ""2023121008_1046"", ""2023121008_1071"", ""2023121008_1279"", ""2023121008_1358""]"
00000000-0000-0000-0000-000000000002,2023121008_SEA_d2,2023121008,SF,SEA,2023,14,8,"[""2023121008_1383"", ""2023121008_1642"", ""2023121008_1738"", ""2023121008_1770"", ""2023121008_2082"", ""2023121008_2107"", ""2023121008_2404"", ""2023121008_2436""]"
00000000-0000-0000-0000-000000000002,2023121008_SEA_d3,2023121008,SF,SEA,2023,14,8,"[""2023121008_2503"", ""2023121008_2528"", ""2023121008_2762"", ""2023121008_2829"", ""2023121008_2953"", ""2023121008_3206"", ""2023121008_3286"", ""2023121008_3659""]"
00000000-0000-0000-0000-000000000002,2023121801_SEA_d1,2023121801,PHI,SEA,2023,15,8,"[""2023121801_129"", ""2023121801_209"", ""2023121801_604"", ""2023121801_651"", ""2023121801_977"", ""2023121801_1095"", ""2023121801_1208"", ""2023121801_1732""]"
00000000-0000-0000-0000-000000000002,2023121801_SEA_d2,2023121801,PHI,SEA,2023,15,8,"[""2023121801_1814"", ""2023121801_1999"", ""2023121801_2386"", ""2023121801_2416"", ""2023121801_2546"", ""2023121801_2596"", ""2023121801_2621"", ""2023121801_2908""]"
00000000-0000-0000-0000-000000000002,2023121801_SEA_d3,2023121801,PHI,SEA,2023,15,5,"[""2023121801_3350"", ""2023121801_3397"", ""2023121801_3422"", ""2023121801_4054"", ""2023121801_4106""]"
