team_context_id,team_name,team_abbr,play_id,game_id,raw_play_id,season,week,game_date_iso,offense_team_abbr,defense_team_abbr,dci,dis,explosive_gain_yards,expected_points_added,pass_result,play_description,dataset_version,model_version
00000000-0000-0000-0000-000000000001,Kansas City Chiefs,KC,2023090700_1494,2023090700,1494,2023,1,2023-09-07,DET,KC,0.313191,0.350355,,-0.647368,I,(3:06) J.Goff pass incomplete deep left to M.Jones.,bigdatabowl-2023-fixture-v1,dci-dis-supervised-v1
00000000-0000-0000-0000-000000000001,Kansas City Chiefs,KC,2023090700_1812,2023090700,1812,2023,1,2023-09-07,DET,KC,0.290891,0.438210,,-0.309705,C,(:34) (Shotgun) J.Goff pass short right to S.LaPorta to DET 30 for 5 yards (F.Anudike-Uzomah).,bigdatabowl-2023-fixture-v1,dci-dis-supervised-v1
00000000-0000-0000-0000-000000000001,Kansas City Chiefs,KC,2023090700_1837,2023090700,1837,2023,1,2023-09-07,DET,KC,0.314513,0.200419,,-0.087597,C,(:29) (Shotgun) J.Goff pass short left to S.LaPorta to DET 34 for 4 yards (T.McDuffie).,bigdatabowl-2023-fixture-v1,dci-dis-supervised-v1
00000000-0000-0000-0000-000000000001,Kansas City Chiefs,KC,2023090700_1869,2023090700,1869,2023,1,2023-09-07,DET,KC,0.361845,0.214189,,0.091114,C,"(:22) (Shotgun) J.Goff pass short middle to J.Reynolds to DET 42 for 8 yards (M.Edwards, B.Cook).",bigdatabowl-2023-fixture-v1,dci-dis-supervised-v1
00000000-0000-0000-0000-000000000001,Kansas City Chiefs,KC,2023090700_1940,2023090700,1940,2023,1,2023-09-07,DET,KC,0.273967,0.579705,,-0.081964,I,(:09) (Shotgun) J.Goff pass incomplete deep right to M.Jones.,bigdatabowl-2023-fixture-v1,dci-dis-supervised-v1
00000000-0000-0000-0000-000000000001,Kansas City Chiefs,KC,2023090700_2186,2023090700,2186,2023,1,2023-09-07,DET,KC,0.301137,0.364962,,-0.681459,I,(12:54) J.Goff pass incomplete short right to M.Jones.,bigdatabowl-2023-fixture-v1,dci-dis-supervised-v1
00000000-0000-0000-0000-000000000001,Kansas City Chiefs,KC,2023090700_2261,2023090700,2261,2023,1,2023-09-07,DET,KC,0.287725,0.346815,,-1.334247,C,(12:31) (Shotgun) J.Goff pass short left to S.LaPorta to DET 11 for 4 yards (J.Reid) [F.Anudike-Uzomah].,bigdatabowl-2023-fixture-v1,dci-dis-supervised-v1
00000000-0000-0000-0000-000000000001,Kansas City Chiefs,KC,2023090700_2613,2023090700,2613,2023,1,2023-09-07,DET,KC,0.287820,0.638778,,1.447217,C,(8:08) J.Goff pass deep left to A.St. Brown to DET 41 for 18 yards (T.McDuffie).,bigdatabowl-2023-fixture-v1,dci-dis-supervised-v1
00000000-0000-0000-0000-000000000001,Kansas City Chiefs,KC,2023090700_2638,2023090700,2638,2023,1,2023-09-07,DET,KC,0.236938,0.597240,,0.793106,C,"(7:31) (Shotgun) J.Goff pass short right to S.LaPorta to KC 47 for 12 yards (J.Williams). Penalty on KC-L.Sneed, Defensive Holding, declined.",bigdatabowl-2023-fixture-v1,dci-dis-supervised-v1
00000000-0000-0000-0000-000000000001,Kansas City Chiefs,KC,2023090700_3032,2023090700,3032,2023,1,2023-09-07,DET,KC,0.277143,0.607015,,-0.637109,I,(2:10) (Shotgun) J.Goff pass incomplete short right to A.St. Brown (J.Reid).,bigdatabowl-2023-fixture-v1,dci-dis-supervised-v1
00000000-0000-0000-0000-000000000001,Kansas City Chiefs,KC,2023090700_3089,2023090700,3089,2023,1,2023-09-07,DET,KC,0.217408,0.466457,20,1.635805,C,(2:01) (Shotgun) J.Goff pass deep middle to K.Raymond to DET 33 for 20 yards (B.Cook).,bigdatabowl-2023-fixture-v1,dci-dis-supervised-v1
00000000-0000-0000-0000-000000000001,Kansas City Chiefs,KC,2023090700_3114,2023090700,3114,2023,1,2023-09-07,DET,KC,0.362682,0.304244,,-1.885104,I,(1:21) J.Goff pass incomplete short right to A.St. Brown.,bigdatabowl-2023-fixture-v1,dci-dis-supervised-v1
00000000-0000-0000-0000-000000000001,Kansas City Chiefs,KC,2023090700_3461,2023090700,3461,2023,1,2023-09-07,DET,KC,0.372291,0.255756,,2.945847,C,(10:46) (Shotgun) J.Goff pass deep left to J.Reynolds to DET 41 for 18 yards (J.Williams) [L.Sneed].,bigdatabowl-2023-fixture-v1,dci-dis-supervised-v1
00000000-0000-0000-0000-000000000001,Kansas City Chiefs,KC,2023090700_3486,2023090700,3486,2023,1,2023-09-07,DET,KC,0.231591,0.584382,,0.637903,C,"(10:08) J.Goff pass short right to B.Wright to DET 49 for 8 yards (L.Chenal, J.Reid). Penalty on KC-G.Karlaftis, Defensive Holding, declined.",bigdatabowl-2023-fixture-v1,dci-dis-supervised-v1
00000000-0000-0000-0000-000000000001,Kansas City Chiefs,KC,2023090700_3566,2023090700,3566,2023,1,2023-09-07,DET,KC,0.240308,0.552399,33,2.122270,C,(8:31) J.Goff pass short right to J.Reynolds to KC 14 for 33 yards (W.Gay).,bigdatabowl-2023-fixture-v1,dci-dis-supervised-v1
00000000-0000-0000-0000-000000000001,Kansas City Chiefs,KC,2023091705_103,2023091705,103,2023,2,2023-09-17,JAX,KC,0.358687,0.435732,,1.586263,C,(13:46) (Shotgun) T.Lawrence pass short left to C.Ridley to JAX 37 for 6 yards (L.Sneed).,bigdatabowl-2023-fixture-v1,dci-dis-supervised-v1
00000000-0000-0000-0000-000000000001,Kansas City Chiefs,KC,2023091705_175,2023091705,175,2023,2,2023-09-17,JAX,KC,0.313191,0.334892,,-0.904463,I,(11:35) (Shotgun) T.Lawrence pass incomplete short middle to C.Ridley (B.Cook).,bigdatabowl-2023-fixture-v1,dci-dis-supervised-v1
00000000-0000-0000-0000-000000000001,Kansas City Chiefs,KC,2023091705_391,2023091705,391,2023,2,2023-09-17,JAX,KC,0.285139,0.710976,,-0.931479,I,"(9:07) (Shotgun) L.Fortner to JAX 22 for -9 yards. FUMBLES, recovered by JAX-T.Lawrence at JAX 19. T.Lawrence pass incomplete short left to Z.Jones.",bigdatabowl-2023-fixture-v1,dci-dis-supervised-v1
00000000-0000-0000-0000-000000000001,Kansas City Chiefs,KC,2023091705_480,2023091705,480,2023,2,2023-09-17,JAX,KC,0.353844,0.603498,,-1.735641,I,(9:01) (Shotgun) T.Lawrence pass incomplete short right to C.Ridley (L.Sneed).,bigdatabowl-2023-fixture-v1,dci-dis-supervised-v1
00000000-0000-0000-0000-000000000001,Kansas City Chiefs,KC,2023091705_859,2023091705,859,2023,2,2023-09-17,JAX,KC,0.317354,0.363068,,0.925796,C,(3:36) (Shotgun) T.Lawrence pass short right to D.Johnson to JAX 13 for 9 yards (L.Sneed).,bigdatabowl-2023-fixture-v1,dci-dis-supervised-v1
00000000-0000-0000-0000-000000000001,Kansas City Chiefs,KC,2023091705_906,2023091705,906,2023,2,2023-09-17,JAX,KC,0.303234,0.350092,,-0.908984,I,(2:12) (Shotgun) T.Lawrence pass incomplete short right to E.Engram.,bigdatabowl-2023-fixture-v1,dci-dis-supervised-v1
00000000-0000-0000-0000-000000000001,Kansas City Chiefs,KC,2023091705_997,2023091705,997,2023,2,2023-09-17,JAX,KC,0.276240,0.525609,,0.239274,C,(1:13) (Shotgun) T.Lawrence pass short right to E.Engram pushed ob at JAX 33 for 8 yards (J.Reid).,bigdatabowl-2023-fixture-v1,dci-dis-supervised-v1
00000000-0000-0000-0000-000000000001,Kansas City Chiefs,KC,2023091705_1027,2023091705,1027,2023,2,2023-09-17,JAX,KC,0.381839,0.729489,,-1.428527,C,(:33) (Shotgun) T.Lawrence pass short left to C.Kirk to JAX 34 for 1 yard (Ja.Watson).,bigdatabowl-2023-fixture-v1,dci-dis-supervised-v1
00000000-0000-0000-0000-000000000001,Kansas City Chiefs,KC,2023091705_1174,2023091705,1174,2023,2,2023-09-17,JAX,KC,0.390429,0.679650,,-1.134374,I,(13:10) (Shotgun) T.Lawrence pass incomplete short right to Z.Jones (T.McDuffie).,bigdatabowl-2023-fixture-v1,dci-dis-supervised-v1
00000000-0000-0000-0000-000000000001,Kansas City Chiefs,KC,2023091705_1657,2023091705,1657,2023,2,2023-09-17,JAX,KC,0.330958,0.452231,,-0.766919,I,(7:39) (Shotgun) T.Lawrence pass incomplete short right to C.Kirk.,bigdatabowl-2023-fixture-v1,dci-dis-supervised-v1
00000000-0000-0000-0000-000000000001,Kansas City Chiefs,KC,2023091705_1680,2023091705,1680,2023,2,2023-09-17,JAX,KC,0.331334,0.259669,,1.366493,C,(7:34) (Shotgun) T.Lawrence pass short middle to J.Agnew to JAX 36 for 5 yards (D.Tranquill).,bigdatabowl-2023-fixture-v1,dci-dis-supervised-v1
00000000-0000-0000-0000-000000000001,Kansas City Chiefs,KC,2023091705_2132,2023091705,2132,2023,2,2023-09-17,JAX,KC,0.338966,0.244591,,0.261452,C,(:27) (Shotgun) T.Lawrence pass short right to C.Kirk to JAX 36 for 11 yards (M.Edwards; L.Sneed).,bigdatabowl-2023-fixture-v1,dci-dis-supervised-v1
00000000-0000-0000-0000-000000000001,Kansas City Chiefs,KC,2023091705_2157,2023091705,2157,2023,2,2023-09-17,JAX,KC,0.272515,0.050589,26,1.286280,C,"(:20) (Shotgun) T.Lawrence pass deep left to C.Ridley to KC 38 for 26 yards (L.Sneed). Penalty on KC-L.Sneed, Defensive Pass Interference, declined.",bigdatabowl-2023-fixture-v1,dci-dis-supervised-v1
00000000-0000-0000-0000-000000000001,Kansas City Chiefs,KC,2023091705_2200,2023091705,2200,2023,2,2023-09-17,JAX,KC,0.344379,0.193388,,0.121845,C,"(:13) (No Huddle, Shotgun) T.Lawrence pass short left to C.Kirk pushed ob at KC 34 for 4 yards (M.Edwards).",bigdatabowl-2023-fixture-v1,dci-dis-supervised-v1
00000000-0000-0000-0000-000000000001,Kansas City Chiefs,KC,2023091705_2230,2023091705,2230,2023,2,2023-09-17,JAX,KC,0.235044,0.154181,,-0.187600,C,(:09) (Shotgun) T.Lawrence pass short middle to T.Etienne to KC 31 for 3 yards (N.Bolton).,bigdatabowl-2023-fixture-v1,dci-dis-supervised-v1
00000000-0000-0000-0000-000000000001,Kansas City Chiefs,KC,2023091705_2611,2023091705,2611,2023,2,2023-09-17,JAX,KC,0.208147,0.650320,,-0.162571,C,(9:24) (Shotgun) T.Lawrence pass short left to C.Kirk to JAX 38 for 7 yards (N.Bolton).,bigdatabowl-2023-fixture-v1,dci-dis-supervised-v1
00000000-0000-0000-0000-000000000001,Kansas City Chiefs,KC,2023091705_2636,2023091705,2636,2023,2,2023-09-17,JAX,KC,0.364702,0.213705,,-1.637269,I,(8:42) (Shotgun) T.Lawrence pass incomplete short middle to C.Kirk.,bigdatabowl-2023-fixture-v1,dci-dis-supervised-v1
00000000-0000-0000-0000-000000000001,Kansas City Chiefs,KC,2023091705_2953,2023091705,2953,2023,2,2023-09-17,JAX,KC,0.259602,0.124894,,-0.959052,I,(4:01) (Shotgun) T.Lawrence pass incomplete short left to Z.Jones [T.McDuffie].,bigdatabowl-2023-fixture-v1,dci-dis-supervised-v1
00000000-0000-0000-0000-000000000001,Kansas City Chiefs,KC,2023091705_3296,2023091705,3296,2023,2,2023-09-17,JAX,KC,0.316719,0.223266,,-0.785361,I,(15:00) (Shotgun) T.Lawrence pass incomplete short left to Z.Jones.,bigdatabowl-2023-fixture-v1,dci-dis-supervised-v1
00000000-0000-0000-0000-000000000001,Kansas City Chiefs,KC,2023091705_3867,2023091705,3867,2023,2,2023-09-17,JAX,KC,0.263877,0.703541,,-0.530971,I,(8:10) (Shotgun) T.Lawrence pass incomplete deep right to Z.Jones. KC-B.Cook was injured during the play. His return is Questionable.,bigdatabowl-2023-fixture-v1,dci-dis-supervised-v1
00000000-0000-0000-0000-000000000001,Kansas City Chiefs,KC,2023091705_3890,2023091705,3890,2023,2,2023-09-17,JAX,KC,0.289023,0.700342,,1.140598,C,(8:03) (Shotgun) T.Lawrence pass short left to C.Kirk to JAX 36 for 11 yards (N.Bolton; T.McDuffie).,bigdatabowl-2023-fixture-v1,dci-dis-supervised-v1
00000000-0000-0000-0000-000000000001,Kansas City Chiefs,KC,2023091705_3928,2023091705,3928,2023,2,2023-09-17,JAX,KC,0.284875,0.575888,,0.516247,C,(7:24) (Shotgun) T.Lawrence pass short left to C.Kirk to JAX 47 for 11 yards (Ja.Watson).,bigdatabowl-2023-fixture-v1,dci-dis-supervised-v1
00000000-0000-0000-0000-000000000001,Kansas City Chiefs,KC,2023091705_4032,2023091705,4032,2023,2,2023-09-17,JAX,KC,0.344538,0.518386,,1.214422,C,(5:42) (Shotgun) T.Lawrence pass short left to E.Engram pushed ob at KC 25 for 6 yards (M.Edwards).,bigdatabowl-2023-fixture-v1,dci-dis-supervised-v1
00000000-0000-0000-0000-000000000001,Kansas City Chiefs,KC,2023091705_4064,2023091705,4064,2023,2,2023-09-17,JAX,KC,0.298933,0.436865,,0.725769,C,(5:04) (Shotgun) T.Lawrence pass short right to E.Engram pushed ob at KC 14 for 11 yards (L.Sneed).,bigdatabowl-2023-fixture-v1,dci-dis-supervised-v1
00000000-0000-0000-0000-000000000001,Kansas City Chiefs,KC,2023091705_4117,2023091705,4117,2023,2,2023-09-17,JAX,KC,0.329095,0.813688,,-0.852767,I,(4:51) (Shotgun) T.Lawrence pass incomplete short middle to C.Ridley.,bigdatabowl-2023-fixture-v1,dci-dis-supervised-v1
00000000-0000-0000-0000-000000000001,Kansas City Chiefs,KC,2023092411_631,2023092411,631,2023,3,2023-09-24,CHI,KC,0.264903,0.579824,,-0.858552,I,(6:17) J.Fields pass incomplete deep left to D.Moore.,bigdatabowl-2023-fixture-v1,dci-dis-supervised-v1
00000000-0000-0000-0000-000000000001,Kansas City Chiefs,KC,2023092411_1837,2023092411,1837,2023,3,2023-09-24,CHI,KC,0.249890,0.019849,,-0.374670,I,(1:51) (Shotgun) J.Fields pass incomplete deep right to D.Moore.,bigdatabowl-2023-fixture-v1,dci-dis-supervised-v1
00000000-0000-0000-0000-000000000001,Kansas City Chiefs,KC,2023092411_1860,2023092411,1860,2023,3,2023-09-24,CHI,KC,0.281507,0.130259,,-4.511905,IN,(1:45) (Shotgun) J.Fields pass deep left intended for C.Claypool INTERCEPTED by M.Edwards (J.Reid) at CHI 42. M.Edwards pushed ob at CHI 26 for 16 yards (C.Kmet).,bigdatabowl-2023-fixture-v1,dci-dis-supervised-v1
00000000-0000-0000-0000-000000000001,Kansas City Chiefs,KC,2023092411_2013,2023092411,2013,2023,3,2023-09-24,CHI,KC,0.289023,0.692145,,0.167506,C,(1:06) (Shotgun) J.Fields pass short left to R.Johnson pushed ob at CHI 31 for 6 yards (J.Williams).,bigdatabowl-2023-fixture-v1,dci-dis-supervised-v1
00000000-0000-0000-0000-000000000001,Kansas City Chiefs,KC,2023092411_2043,2023092411,2043,2023,3,2023-09-24,CHI,KC,0.301934,0.208559,,-0.335096,I,(:59) (Shotgun) J.Fields pass incomplete deep left to C.Claypool (J.Williams).,bigdatabowl-2023-fixture-v1,dci-dis-supervised-v1
00000000-0000-0000-0000-000000000001,Kansas City Chiefs,KC,2023092411_2395,2023092411,2395,2023,3,2023-09-24,CHI,KC,0.306123,0.344142,,-1.575884,C,(13:35) (Shotgun) J.Fields pass short right to K.Herbert to CHI 27 for -1 yards (L.Sneed).,bigdatabowl-2023-fixture-v1,dci-dis-supervised-v1
00000000-0000-0000-0000-000000000001,Kansas City Chiefs,KC,2023092411_2863,2023092411,2863,2023,3,2023-09-24,CHI,KC,0.383949,0.480298,,-1.757415,I,"(4:47) (No Huddle, Shotgun) J.Fields pass incomplete deep right to T.Scott. KC-J.Williams was injured during the play.",bigdatabowl-2023-fixture-v1,dci-dis-supervised-v1
00000000-0000-0000-0000-000000000001,Kansas City Chiefs,KC,2023092411_2886,2023092411,2886,2023,3,2023-09-24,CHI,KC,0.359477,0.428317,,-2.975420,I,(4:42) (Shotgun) J.Fields pass incomplete deep left to D.Mooney.,bigdatabowl-2023-fixture-v1,dci-dis-supervised-v1
00000000-0000-0000-0000-000000000001,Kansas City Chiefs,KC,2023092411_3643,2023092411,3643,2023,3,2023-09-24,CHI,KC,0.287351,0.408520,,0.778582,C,"(6:45) (No Huddle, Shotgun) J.Fields pass short right to C.Kmet to CHI 39 for 8 yards (M.Herring; L.Chenal).",bigdatabowl-2023-fixture-v1,dci-dis-supervised-v1
00000000-0000-0000-0000-000000000001,Kansas City Chiefs,KC,2023092411_3717,2023092411,3717,2023,3,2023-09-24,CHI,KC,0.261056,0.072244,,-0.149311,C,"(5:25) (No Huddle, Shotgun) J.Fields pass short middle to R.Johnson to KC 44 for 5 yards (L.Chenal).",bigdatabowl-2023-fixture-v1,dci-dis-supervised-v1
00000000-0000-0000-0000-000000000001,Kansas City Chiefs,KC,2023092411_3742,2023092411,3742,2023,3,2023-09-24,CHI,KC,0.289570,0.678035,29,2.211062,C,"(4:59) (No Huddle, Shotgun) J.Fields pass deep left to D.Moore ran ob at KC 15 for 29 yards (Ja.Watson).",bigdatabowl-2023-fixture-v1,dci-dis-supervised-v1
00000000-0000-0000-0000-000000000001,Kansas City Chiefs,KC,2023092411_3797,2023092411,3797,2023,3,2023-09-24,CHI,KC,0.354834,0.718314,,-0.812989,I,"(4:27) (No Huddle, Shotgun) J.Fields pass incomplete short left to T.Scott.",bigdatabowl-2023-fixture-v1,dci-dis-supervised-v1
00000000-0000-0000-0000-000000000001,Kansas City Chiefs,KC,2023092411_3820,2023092411,3820,2023,3,2023-09-24,CHI,KC,0.361946,0.667247,,2.634450,C,"(4:23) (Shotgun) J.Fields pass short left to D.Moore for 9 yards, TOUCHDOWN.",bigdatabowl-2023-fixture-v1,dci-dis-supervised-v1
00000000-0000-0000-0000-000000000001,Kansas City Chiefs,KC,2023100113_298,2023100113,298,2023,4,2023-10-01,NYJ,KC,0.300217,0.334811,,-0.349680,C,(11:29) (Shotgun) Z.Wilson pass short right to G.Wilson to NYJ 30 for 5 yards (C.Conner).,bigdatabowl-2023-fixture-v1,dci-dis-supervised-v1
00000000-0000-0000-0000-000000000001,Kansas City Chiefs,KC,2023100113_323,2023100113,323,2023,4,2023-10-01,NYJ,KC,0.324848,0.185655,,-1.649704,I,(10:49) (Shotgun) Z.Wilson pass incomplete short right to G.Wilson.,bigdatabowl-2023-fixture-v1,dci-dis-supervised-v1
00000000-0000-0000-0000-000000000001,Kansas City Chiefs,KC,2023100113_580,2023100113,580,2023,4,2023-10-01,NYJ,KC,0.258547,0.229203,,0.381273,C,(7:45) Z.Wilson pass short right to Bre.Hall to NYJ 39 for 7 yards (J.Reid).,bigdatabowl-2023-fixture-v1,dci-dis-supervised-v1
00000000-0000-0000-0000-000000000001,Kansas City Chiefs,KC,2023100113_627,2023100113,627,2023,4,2023-10-01,NYJ,KC,0.303083,0.172362,,-1.986342,I,(6:22) (Shotgun) Z.Wilson pass incomplete short left to T.Conklin.,bigdatabowl-2023-fixture-v1,dci-dis-supervised-v1
00000000-0000-0000-0000-000000000001,Kansas City Chiefs,KC,2023100113_905,2023100113,905,2023,4,2023-10-01,NYJ,KC,0.243392,0.630394,,-0.176282,C,(2:43) (Shotgun) Z.Wilson pass short middle to Bre.Hall to NYJ 28 for 4 yards (D.Tranquill) [G.Karlaftis].,bigdatabowl-2023-fixture-v1,dci-dis-supervised-v1
00000000-0000-0000-0000-000000000001,Kansas City Chiefs,KC,2023100113_930,2023100113,930,2023,4,2023-10-01,NYJ,KC,0.353599,0.479843,,2.082899,C,"(1:59) (Shotgun) Z.Wilson pass short left to G.Wilson to NYJ 38 for 10 yards (L.Sneed, F.Anudike-Uzomah) [J.Reid].",bigdatabowl-2023-fixture-v1,dci-dis-supervised-v1
00000000-0000-0000-0000-000000000001,Kansas City Chiefs,KC,2023100113_975,2023100113,975,2023,4,2023-10-01,NYJ,KC,0.303775,0.619054,,-0.865284,C,(:29) (Shotgun) Z.Wilson pass short left to X.Gipson to NYJ 32 for 4 yards (C.Conner).,bigdatabowl-2023-fixture-v1,dci-dis-supervised-v1
00000000-0000-0000-0000-000000000001,Kansas City Chiefs,KC,2023100113_1020,2023100113,1020,2023,4,2023-10-01,NYJ,KC,0.334869,0.034840,,-0.390049,C,(15:00) (Shotgun) Z.Wilson pass short right to T.Conklin to NYJ 43 for 11 yards (J.Reid).,bigdatabowl-2023-fixture-v1,dci-dis-supervised-v1
00000000-0000-0000-0000-000000000001,Kansas City Chiefs,KC,2023100113_1211,2023100113,1211,2023,4,2023-10-01,NYJ,KC,0.280501,0.211510,,1.372718,C,(12:39) Z.Wilson pass short left to G.Wilson to NYJ 41 for 14 yards (M.Edwards).,bigdatabowl-2023-fixture-v1,dci-dis-supervised-v1
00000000-0000-0000-0000-000000000001,Kansas City Chiefs,KC,2023100113_1236,2023100113,1236,2023,4,2023-10-01,NYJ,KC,0.278550,0.127305,39,2.458965,C,(11:57) Z.Wilson pass deep right to A.Lazard to KC 20 for 39 yards (T.McDuffie).,bigdatabowl-2023-fixture-v1,dci-dis-supervised-v1
00000000-0000-0000-0000-000000000001,Kansas City Chiefs,KC,2023100113_1261,2023100113,1261,2023,4,2023-10-01,NYJ,KC,0.319228,0.780517,,-0.262743,C,(11:09) Z.Wilson pass short left to J.Ruckert pushed ob at KC 17 for 3 yards (L.Chenal).,bigdatabowl-2023-fixture-v1,dci-dis-supervised-v1
00000000-0000-0000-0000-000000000001,Kansas City Chiefs,KC,2023100113_1316,2023100113,1316,2023,4,2023-10-01,NYJ,KC,0.326124,0.656485,,-1.566185,I,(10:01) (Shotgun) Z.Wilson pass incomplete short left to T.Conklin [W.Gay].,bigdatabowl-2023-fixture-v1,dci-dis-supervised-v1
00000000-0000-0000-0000-000000000001,Kansas City Chiefs,KC,2023100113_1476,2023100113,1476,2023,4,2023-10-01,NYJ,KC,0.308440,0.552691,,-0.379966,I,(9:19) Z.Wilson pass incomplete deep right to G.Wilson.,bigdatabowl-2023-fixture-v1,dci-dis-supervised-v1
00000000-0000-0000-0000-000000000001,Kansas City Chiefs,KC,2023100113_1521,2023100113,1521,2023,4,2023-10-01,NYJ,KC,0.364264,0.799406,,1.073240,C,(8:29) (Shotgun) Z.Wilson pass short right to R.Cobb pushed ob at KC 19 for 5 yards (J.Williams).,bigdatabowl-2023-fixture-v1,dci-dis-supervised-v1
00000000-0000-0000-0000-000000000001,Kansas City Chiefs,KC,2023100113_1618,2023100113,1618,2023,4,2023-10-01,NYJ,KC,0.333688,0.695655,,0.775227,C,"(6:31) Z.Wilson pass short right to C.Uzomah for 1 yard, TOUCHDOWN.",bigdatabowl-2023-fixture-v1,dci-dis-supervised-v1
00000000-0000-0000-0000-000000000001,Kansas City Chiefs,KC,2023100113_2000,2023100113,2000,2023,4,2023-10-01,NYJ,KC,0.333322,0.111850,,1.466094,C,(1:57) (Shotgun) Z.Wilson pass short middle to Mi.Carter to NYJ 39 for 10 yards (M.Edwards).,bigdatabowl-2023-fixture-v1,dci-dis-supervised-v1
00000000-0000-0000-0000-000000000001,Kansas City Chiefs,KC,2023100113_2025,2023100113,2025,2023,4,2023-10-01,NYJ,KC,0.297905,0.279252,,0.446268,C,"(1:35) (No Huddle, Shotgun) Z.Wilson pass short right to T.Conklin pushed ob at NYJ 48 for 9 yards (L.Sneed) [F.Anudike-Uzomah].",bigdatabowl-2023-fixture-v1,dci-dis-supervised-v1
00000000-0000-0000-0000-000000000001,Kansas City Chiefs,KC,2023100113_2077,2023100113,2077,2023,4,2023-10-01,NYJ,KC,0.313853,0.705395,,0.054564,C,"(1:07) (No Huddle, Shotgun) Z.Wilson pass short left to R.Cobb to KC 40 for 3 yards (T.McDuffie).",bigdatabowl-2023-fixture-v1,dci-dis-supervised-v1
00000000-0000-0000-0000-000000000001,Kansas City Chiefs,KC,2023100113_2102,2023100113,2102,2023,4,2023-10-01,NYJ,KC,0.309401,0.556777,,-0.491504,I,"(:43) (No Huddle, Shotgun) Z.Wilson pass incomplete short right to Mi.Carter [D.Tranquill].",bigdatabowl-2023-fixture-v1,dci-dis-supervised-v1
